1000 100000
40 654 76
813 112 35
187 12 41
749 465 65
58 362 55
226 158 92
438 715 83
444 136 39
536 66 100
266 137 34
62 971 30
3 556 97
376 288 80
944 900 72
993 689 59
736 122 80
136 378 33
57 65 36
405 436 77
973 92 71
44 171 6
219 448 8
778 980 1
102 19 38
241 92 84
268 79 89
743 638 48
881 706 95
534 212 24
61 783 38
690 120 83
452 69 15
939 10 76
743 538 30
835 467 22
239 244 16
7 616 72
510 541 91
386 292 94
49 116 44
902 701 13
83 92 71
48 271 46
178 230 98
548 721 14
74 745 61
116 337 35
350 594 40
760 100 100
400 907 12
5 644 2
928 161 97
36 627 54
790 24 87
895 365 52
471 616 53
939 813 82
85 935 62
596 21 100
776 318 3
324 189 95
819 793 44
53 253 72
789 872 11
474 274 67
44 55 85
8 64 35
414 142 96
716 350 85
848 472 80
877 718 18
620 289 16
782 889 78
696 414 54
324 260 46
652 466 13
213 765 64
390 680 35
309 430 65
143 774 98
833 100 22
887 740 56
801 578 14
773 681 97
855 90 4
209 659 99
736 519 14
573 286 20
412 830 63
134 830 1
898 296 88
749 680 24
272 416 43
775 444 34
691 980 82
936 271 43
124 296 94
416 419 68
527 198 2
39 513 77
21 498 59
367 979 38
22 58 26
83 218 75
34 11 36
342 379 86
252 694 85
346 239 29
317 527 85
312 626 30
971 558 98
355 572 28
545 245 8
132 206 27
529 453 81
730 629 33
53 146 2
475 395 85
736 547 100
67 52 58
381 186 50
990 4 20
399 76 33
48 354 19
586 467 68
584 80 64
508 423 13
219 619 95
239 39 69
2 749 48
478 277 20
957 668 72
222 875 44
741 368 33
231 745 44
387 72 64
154 103 59
509 795 87
486 500 100
263 552 99
457 875 14
598 154 41
871 694 19
400 399 85
536 902 89
8 196 58
325 736 17
683 996 1
67 99 31
795 191 76
107 46 38
934 189 75
45 461 23
663 942 33
275 580 84
158 358 50
370 792 84
937 401 44
693 41 67
448 6 62
239 770 28
530 113 29
74 254 40
862 897 21
671 696 78
160 346 75
811 8 30
485 262 81
600 599 8
701 15 30
86 590 40
710 376 31
347 476 84
637 139 94
702 58 99
550 22 62
994 529 97
406 354 13
473 307 36
546 458 6
210 98 79
271 317 19
545 659 89
821 967 93
579 65 7
497 135 33
910 412 86
659 397 87
707 880 46
726 879 19
29 518 73
877 454 14
81 913 66
407 42 66
68 427 32
708 320 93
630 256 53
375 4 36
157 442 79
548 743 55
74 556 86
431 515 66
905 503 51
501 480 78
102 183 42
624 56 48
950 832 24
709 438 11
614 43 18
415 623 83
199 49 55
173 131 49
644 465 84
160 519 42
340 926 55
169 819 96
865 982 50
889 50 33
975 369 82
558 10 41
219 491 63
840 966 30
203 7 7
218 121 71
127 644 45
1 888 30
146 762 84
1 64 4
251 829 29
650 562 2
574 287 54
494 245 74
741 728 4
20 999 32
47 978 65
725 33 73
301 298 63
945 831 59
845 788 77
234 526 14
26 212 69
857 638 62
722 37 71
559 288 36
107 887 30
200 569 39
482 247 54
86 90 61
157 897 8
168 775 6
103 470 96
140 584 41
777 807 30
330 45 12
426 757 94
403 224 75
343 371 64
795 782 51
826 615 28
381 955 21
757 3 50
646 50 37
87 478 69
403 91 7
55 834 32
978 850 8
347 865 7
562 12 42
620 219 85
906 972 29
179 625 54
34 490 12
856 245 100
559 741 9
20 748 46
772 456 32
638 694 41
466 160 43
807 928 78
437 702 65
34 799 52
309 926 85
878 216 70
173 435 3
462 965 76
950 218 35
288 31 54
321 58 98
663 221 56
159 103 72
256 863 31
300 919 42
713 303 74
678 82 22
882 8 24
332 169 6
565 319 73
382 588 67
522 570 53
936 382 34
797 638 84
176 581 53
656 828 21
446 4 51
493 772 80
42 844 53
939 458 67
373 540 42
515 93 99
734 621 84
992 258 32
407 524 24
177 140 64
991 962 64
26 885 59
157 956 47
246 401 99
13 443 18
58 768 52
680 413 54
899 94 35
474 607 69
785 75 58
569 568 49
513 782 14
272 629 58
153 433 50
857 509 54
956 254 31
140 611 71
3 52 68
477 20 75
720 652 23
43 569 15
599 147 38
915 220 45
902 948 49
751 438 94
71 911 72
422 887 34
264 460 40
527 870 19
621 52 71
539 930 75
517 98 58
399 281 20
459 49 60
284 333 66
438 641 40
23 1000 75
318 749 7
121 736 26
944 22 40
52 98 96
45 358 82
588 241 7
55 441 59
895 411 93
132 494 96
137 929 52
137 374 7
443 714 33
298 994 11
761 46 48
211 786 37
817 606 48
56 412 58
303 27 59
628 470 99
924 936 85
791 904 76
935 254 89
58 803 69
704 643 35
154 607 65
406 28 31
610 295 57
885 71 59
212 33 66
309 488 54
500 24 15
395 189 45
1 39 43
20 721 36
250 355 41
577 750 10
523 155 32
147 53 40
421 113 36
52 817 77
274 358 5
413 711 42
988 629 61
590 29 77
471 1 99
366 190 60
692 103 55
188 463 50
273 651 22
85 633 23
157 286 26
41 16 79
164 117 35
248 968 93
736 127 65
635 18 8
43 766 8
521 230 94
548 584 45
999 933 25
956 539 35
611 636 17
567 174 49
481 456 8
950 921 39
57 550 73
879 672 27
691 56 46
645 174 72
715 664 39
609 94 62
436 214 18
206 52 26
147 693 63
985 490 84
425 998 24
943 599 88
404 234 43
186 208 63
233 771 61
681 339 27
6 640 21
717 51 39
757 86 96
68 429 86
589 286 7
874 511 56
731 568 7
121 320 6
536 29 54
875 475 75
105 296 65
876 849 21
109 666 92
342 785 7
587 774 25
64 589 63
916 61 73
447 998 35
195 912 97
856 834 10
254 919 44
64 758 79
41 218 17
593 93 39
950 92 48
386 158 45
28 52 22
388 20 50
76 501 52
1000 545 18
787 765 13
188 707 89
64 421 82
83 520 14
986 860 65
462 386 86
20 866 35
578 62 76
644 426 27
936 185 73
156 13 54
762 352 56
449 81 90
94 662 91
606 790 39
367 700 67
326 168 85
980 860 62
199 386 55
599 343 13
193 696 3
461 788 11
869 381 47
902 813 94
897 682 92
49 587 27
74 1 77
479 27 47
455 498 49
26 28 32
672 69 9
4 653 85
264 984 13
497 921 44
204 718 65
721 804 61
419 314 69
459 223 4
490 375 41
423 794 4
573 710 30
720 23 95
889 593 35
632 793 27
555 921 94
830 39 93
45 445 74
257 54 24
674 809 89
578 61 50
382 362 70
391 995 35
9 315 56
259 244 31
883 992 69
641 459 46
1000 409 27
914 68 24
435 38 89
555 245 75
384 813 30
879 384 57
28 55 38
87 865 84
654 52 7
481 829 54
238 760 33
760 527 23
408 991 49
396 169 41
630 576 46
499 896 36
245 331 45
581 739 8
825 743 28
205 910 2
334 600 77
393 18 50
887 82 15
497 53 51
439 930 70
628 617 33
841 367 51
880 2 36
286 32 36
406 717 41
341 528 45
189 566 61
26 417 98
991 6 75
134 428 37
401 639 31
95 995 60
75 135 66
466 948 85
29 13 76
566 39 70
563 261 2
678 56 75
473 950 97
684 334 74
27 954 32
357 954 53
982 954 75
395 990 60
972 78 8
253 928 11
133 99 60
282 964 73
336 590 23
378 62 5
6 827 78
228 234 52
389 256 9
387 772 90
618 911 41
388 607 29
502 83 19
21 643 31
373 630 14
448 220 65
555 867 51
409 359 39
971 608 75
573 216 30
924 238 68
920 78 48
645 935 22
889 148 94
538 577 24
786 151 17
2 415 50
233 508 11
476 957 99
561 828 12
846 657 94
166 50 71
396 960 6
624 243 99
561 796 77
745 64 40
732 158 86
478 760 93
412 311 24
639 124 98
697 33 27
410 294 31
392 838 55
389 887 14
272 3 11
807 610 54
516 816 23
464 293 53
531 963 38
137 407 38
178 32 73
204 644 94
63 783 45
743 140 73
60 569 63
510 422 17
579 867 46
307 910 63
164 60 96
158 160 41
10 513 13
907 169 49
313 16 33
387 148 28
34 996 65
100 674 71
449 8 75
372 19 14
391 801 78
127 301 18
815 545 59
688 910 34
938 151 72
553 285 94
404 91 41
551 3 28
588 199 2
49 255 59
676 783 97
707 672 57
894 394 31
570 983 99
268 923 29
575 866 44
671 788 6
645 820 24
98 247 25
732 410 27
326 66 97
368 546 47
39 545 30
61 17 54
69 36 37
993 75 42
829 833 62
635 15 30
97 351 10
731 736 34
70 195 77
233 360 46
958 620 54
465 538 55
815 505 50
525 650 22
662 899 80
659 32 31
579 352 71
484 625 4
978 191 16
588 59 79
390 954 4
753 238 61
413 949 69
44 624 56
701 245 29
48 512 37
608 961 88
614 624 41
926 994 56
564 794 100
21 949 84
381 924 71
411 515 18
732 288 96
622 699 5
870 664 82
418 2 51
982 139 45
774 654 84
656 484 58
322 39 63
265 92 81
692 103 41
794 966 84
509 394 82
410 997 51
10 588 75
541 194 37
673 437 3
780 615 23
191 503 93
58 236 49
47 427 49
539 927 58
531 188 90
269 22 75
147 163 12
520 428 82
753 794 67
445 822 88
396 685 14
342 848 84
58 639 18
92 233 81
542 677 11
343 46 99
344 45 23
156 634 96
663 825 48
58 58 13
224 918 60
570 49 32
422 790 16
759 16 26
428 670 74
883 698 6
699 287 24
83 957 86
200 876 16
62 760 48
890 848 82
906 861 98
253 480 41
9 767 49
171 21 97
798 466 13
24 747 92
398 428 77
691 826 15
917 756 70
176 78 41
607 907 35
415 800 48
210 8 92
401 125 34
42 16 50
543 31 22
882 560 40
25 90 48
861 921 89
418 228 4
62 389 42
271 493 100
313 609 3
934 70 83
466 174 39
918 518 13
725 327 62
466 316 26
420 770 70
879 667 77
37 65 50
184 713 53
46 49 4
273 660 37
603 737 8
609 12 12
807 941 58
815 568 75
992 388 28
225 734 32
859 736 42
153 600 8
400 224 88
243 829 33
337 68 51
269 327 28
721 537 16
749 616 56
737 595 64
91 494 41
692 112 62
825 681 55
545 144 21
602 577 70
31 50 65
569 383 43
259 631 31
44 119 81
284 950 57
892 533 37
693 224 49
85 561 95
217 809 31
761 278 10
63 664 75
49 25 70
3 213 20
841 938 24
979 202 67
42 500 55
596 917 2
38 523 82
257 40 1
582 3 100
493 24 14
719 156 35
538 687 44
754 653 8
270 742 35
5 565 85
768 913 64
714 31 44
996 53 25
92 23 43
254 197 20
832 753 17
684 521 75
586 69 3
688 145 93
698 29 45
57 400 69
118 43 1
71 217 38
289 573 18
179 306 57
175 430 80
207 614 60
586 566 5
293 57 94
169 872 81
151 178 54
747 930 22
340 85 89
797 869 32
758 648 33
889 62 66
815 552 86
815 650 87
676 815 86
906 915 71
480 766 12
359 229 23
721 714 89
957 64 61
59 194 55
23 684 59
334 803 32
752 280 38
983 141 61
4 868 91
827 801 28
313 687 27
24 873 73
586 493 52
272 51 96
221 867 78
587 521 18
907 528 4
578 601 65
164 928 37
296 843 63
42 65 73
810 213 68
470 859 36
603 56 75
1000 249 31
753 896 54
383 901 81
321 629 23
48 797 92
91 923 19
495 74 10
775 657 40
605 516 79
60 192 53
218 952 53
784 627 7
825 697 85
320 726 88
723 431 80
893 855 45
285 963 19
599 305 55
759 479 91
267 933 5
267 876 10
648 637 79
405 293 75
984 4 39
192 858 77
243 885 88
749 100 41
96 82 67
61 895 9
656 412 60
948 204 36
416 156 25
13 468 79
252 490 89
390 261 87
447 939 51
994 41 73
751 28 58
634 44 44
171 875 14
926 571 99
222 999 62
282 135 10
439 44 28
360 122 84
997 574 73
436 4 61
30 203 7
315 935 28
762 308 75
5 198 63
882 688 74
51 915 62
51 629 75
702 468 96
26 999 16
632 672 89
47 325 6
157 407 25
727 769 48
619 262 41
43 431 87
604 855 5
45 399 81
946 801 43
421 632 50
27 76 3
985 307 11
972 15 46
602 634 99
753 870 67
926 576 72
397 39 69
124 138 69
580 407 5
641 651 86
148 968 28
979 857 42
625 335 70
300 59 23
678 201 39
994 682 50
672 510 47
314 710 64
840 51 37
925 466 35
204 973 19
871 363 90
257 678 84
346 835 56
386 27 34
583 502 40
444 21 31
946 656 63
508 321 1
729 456 89
470 306 16
764 191 71
877 715 3
402 842 40
921 863 4
901 572 80
758 443 99
697 240 54
400 401 95
160 76 27
727 16 31
85 971 96
303 64 72
859 923 62
22 767 48
222 392 40
70 6 44
946 445 60
747 997 42
569 229 57
440 723 31
388 806 78
28 334 39
36 300 32
585 411 78
347 76 51
317 45 63
530 593 26
574 314 94
686 56 93
846 579 21
500 18 94
847 75 100
742 135 15
441 20 20
714 887 1
548 332 69
796 299 12
99 717 32
363 55 48
307 881 10
76 165 4
587 633 28
59 974 70
515 925 17
708 672 84
857 128 1
412 898 48
83 527 97
730 289 61
412 11 53
794 436 23
523 693 43
432 373 40
741 313 33
747 822 7
55 137 20
559 442 95
6 48 65
240 524 74
902 679 46
815 918 25
50 605 64
60 5 6
564 780 83
22 8 60
62 483 23
303 427 79
35 824 57
748 834 65
785 467 56
489 817 86
578 686 65
397 411 55
350 251 11
350 347 13
986 637 1
980 215 18
15 517 39
125 17 54
392 811 51
656 838 53
492 270 60
834 946 36
101 488 23
61 10 96
97 14 33
449 51 84
299 263 37
787 26 70
123 351 69
531 29 30
165 764 26
205 16 53
220 724 50
141 541 94
459 647 76
759 893 96
549 422 4
739 731 49
33 447 10
184 220 38
652 515 20
25 696 73
100 85 17
756 753 46
825 458 10
166 940 67
701 55 87
68 705 73
576 860 25
484 246 4
116 21 18
180 585 79
559 526 97
523 641 80
388 73 69
787 582 42
195 233 49
8 329 22
493 499 40
691 98 92
650 337 32
18 67 17
64 631 15
985 10 6
51 746 66
358 199 68
15 159 25
723 707 77
238 195 94
488 7 56
72 749 63
727 43 18
733 324 88
964 152 87
267 795 82
655 521 75
796 125 97
356 521 3
776 80 96
417 957 41
375 868 52
985 6 13
322 889 83
634 683 14
54 970 16
59 568 16
7 626 22
299 584 4
77 582 51
132 751 16
695 88 72
308 521 62
347 376 18
374 874 4
942 457 63
513 411 98
79 34 56
400 23 93
2 151 54
915 171 94
47 768 64
590 489 95
95 10 39
743 639 93
836 337 24
881 37 49
2 808 94
826 823 34
768 9 67
10 75 18
602 495 11
722 12 51
602 153 93
330 75 20
92 14 52
607 93 40
229 360 43
104 241 82
207 113 5
898 786 86
380 417 19
173 507 85
543 367 45
239 89 39
348 790 13
740 70 82
834 34 83
810 19 63
144 99 80
154 590 75
838 178 96
26 63 79
450 916 83
357 434 45
374 382 37
307 8 100
513 875 14
120 735 77
85 187 100
789 725 29
456 327 1
204 691 40
743 578 46
659 954 1
37 600 14
22 315 9
403 787 77
81 367 73
488 843 18
460 961 1
222 86 52
535 86 76
289 8 72
243 172 43
749 76 74
687 35 33
547 273 44
814 984 43
324 244 74
15 10 93
553 299 43
450 151 33
527 134 78
875 878 21
560 936 3
243 462 47
661 118 59
340 605 64
712 614 9
102 240 22
311 392 39
467 879 58
910 760 1
823 301 1
546 328 92
439 410 38
214 673 44
696 231 93
219 548 50
120 435 8
890 95 1
664 844 60
976 578 19
451 880 69
221 413 24
415 651 69
1 467 54
218 942 31
936 74 100
69 251 6
167 283 71
653 952 13
900 200 77
59 122 6
705 580 28
324 742 94
377 990 28
960 32 10
538 91 64
142 892 14
384 872 11
457 254 83
731 635 26
303 897 50
242 486 75
197 897 30
721 487 57
218 866 55
840 731 33
266 37 33
177 15 71
3 430 50
541 121 11
805 202 87
864 615 55
917 697 54
848 933 40
697 326 90
338 925 23
559 365 29
728 879 75
378 173 76
90 912 26
805 600 16
227 541 16
270 725 77
570 338 83
246 204 55
91 869 91
95 408 43
825 61 12
106 77 23
549 933 32
978 851 34
662 217 55
599 303 73
93 210 2
19 848 73
454 742 82
375 549 48
209 986 90
100 186 74
77 914 28
807 50 35
758 24 62
145 67 18
182 423 56
228 713 2
707 651 21
28 689 70
418 858 87
526 462 87
62 107 3
139 229 73
819 321 74
1 126 95
956 233 1
177 771 34
883 728 36
145 217 19
215 358 86
244 477 36
609 817 74
27 218 72
365 789 35
799 892 2
294 794 39
383 620 88
359 52 61
203 886 74
357 325 79
459 506 42
973 878 46
769 18 13
159 293 24
707 618 79
282 951 9
407 802 74
403 65 14
357 336 78
260 633 26
44 4 79
29 938 84
521 234 97
461 547 4
716 642 21
396 159 21
922 550 15
41 521 66
687 914 52
385 92 38
729 85 5
843 495 91
724 576 8
825 807 26
990 14 70
796 281 12
91 181 18
180 574 19
650 559 17
621 534 47
925 292 8
408 279 15
549 893 25
942 577 67
833 377 80
667 893 94
971 82 60
88 200 24
650 787 10
3 133 32
82 327 81
884 261 89
499 606 38
153 769 70
101 2 81
153 949 7
726 612 57
101 7 31
842 961 23
707 64 4
39 4 3
55 622 60
746 43 18
372 353 1
875 664 48
38 446 26
675 945 65
503 238 63
231 379 6
520 556 69
553 514 40
263 170 69
391 254 1
976 33 94
26 86 7
617 269 54
975 891 7
728 152 80
230 593 23
623 619 83
361 948 67
447 960 91
691 604 51
669 722 30
56 76 16
53 637 26
565 919 17
24 696 43
240 716 42
51 681 28
749 124 67
680 111 50
45 753 28
323 58 33
595 965 31
858 911 31
756 433 58
758 629 2
620 423 57
430 73 96
237 836 18
247 873 72
618 715 76
156 509 55
433 504 39
137 569 37
264 59 65
687 33 22
541 15 62
512 810 9
258 977 74
370 897 55
347 717 42
792 914 1
868 923 65
934 695 35
18 298 52
335 743 67
462 756 71
200 910 56
635 195 89
507 675 87
40 251 18
106 578 13
475 925 55
97 1 96
83 123 75
66 933 82
615 54 69
373 421 84
684 249 15
449 613 48
511 739 76
93 751 71
22 506 94
573 582 91
105 354 66
432 13 18
821 993 12
215 41 54
51 508 21
549 714 53
43 877 34
700 89 55
268 432 63
322 60 86
705 508 10
718 2 25
586 277 74
747 57 54
971 234 39
510 789 23
441 520 5
870 355 64
195 152 70
190 573 97
606 668 89
709 374 63
58 427 77
370 40 38
683 763 88
162 996 58
318 186 32
743 906 58
948 427 41
51 108 97
646 674 100
519 745 30
96 448 98
832 4 69
484 749 33
671 835 31
456 484 62
247 90 58
44 489 63
497 69 34
364 161 83
27 278 38
947 282 1
317 829 92
428 403 80
580 812 36
664 87 83
708 311 99
969 619 66
120 493 20
735 556 3
985 65 27
412 693 66
943 695 96
779 738 29
689 30 49
795 626 82
222 317 65
823 444 16
970 894 86
171 379 99
494 78 31
990 203 21
100 792 9
928 202 43
38 66 11
609 45 20
619 808 36
247 675 77
821 649 67
942 355 82
382 651 36
250 792 73
279 126 78
854 933 57
198 636 64
978 985 50
522 246 9
815 233 22
323 713 54
4 416 58
926 108 67
430 634 35
53 11 82
399 890 10
275 276 57
159 733 62
685 304 16
247 830 38
959 284 62
56 270 28
520 9 7
694 971 35
304 847 38
922 912 81
519 705 25
919 327 93
960 221 61
537 134 40
815 161 73
629 326 63
577 221 81
714 600 9
30 510 21
96 251 10
850 503 97
285 926 60
878 940 82
752 913 27
791 855 49
546 594 21
516 311 55
504 362 76
598 52 75
174 22 56
379 48 43
384 39 41
896 369 24
965 328 28
548 49 95
69 804 79
623 407 63
895 51 1
64 37 25
64 888 21
863 46 80
170 233 74
615 306 69
239 371 63
345 488 87
832 430 14
698 192 51
431 26 97
108 363 54
94 980 78
192 651 96
818 920 27
731 494 2
546 444 79
837 83 76
789 67 46
240 294 46
880 630 42
987 831 18
576 672 87
822 731 46
94 126 92
789 427 57
793 270 80
